cluster_id	cluster_size	sources	num_sources	question_id	question_text	source_survey	avg_cluster_similarity
86	47	A,I,U	3	arivale_6d0549309d51	BRCA1 associated hereditary ovarian cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_6e68fc1be2d9	BRCA2 associated hereditary ovarian cancer	Arivale	0.4455
86	47	A,I,U	3	arivale_89c2a8e59b9e	Malignant hyperthermia	Arivale	0.4455
86	47	A,I,U	3	arivale_c265ac2e37bb	Anemia (pernicious or vitamin deficiency anemia)	Arivale	0.4455
86	47	A,I,U	3	arivale_81a167f147de	Anemia (other or unknown type)	Arivale	0.4455
86	47	A,I,U	3	arivale_e75b9153dae9	Chemotherapy	Arivale	0.4455
86	47	A,I,U	3	arivale_1f7ec3b769a6	Cancer Breast	Arivale	0.4455
86	47	A,I,U	3	arivale_13053b6f04b4	Cancer Other Type	Arivale	0.4455
86	47	A,I,U	3	arivale_a352cc82a3f5	Cancer Ovarian	Arivale	0.4455
86	47	A,I,U	3	arivale_9eb4a2f8a5b6	High Cholesterol	Arivale	0.4455
86	47	A,I,U	3	il10k_number_of_hospitalization_this_year	Number of hospitalization this year	Israeli10K	0.4455
86	47	A,I,U	3	il10k_borderline_or_malignant_yn	Borderline or malignant	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hospitalization_since_recruitment_number	Where you hospitalized since you were recruited for the study	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hospitalization_since_recruitment_date_1	Reason for hospitalization	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hospitalization_since_recruitment_date_2	Reason for hospitalization	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hospitalization_since_recruitment_date_3	Reason for hospitalization	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hospitalization_since_recruitment_date_4	Reason for hospitalization	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hospitalization_since_recruitment_date_5	Reason for hospitalization	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hyperlipidemia_family_number	Hyperlipidemia family number	Israeli10K	0.4455
86	47	A,I,U	3	il10k_hypercoagulation_family_number	Hypercoagulation family number	Israeli10K	0.4455
86	47	A,I,U	3	il10k_cancer_type_family	Cancer type family	Israeli10K	0.4455
86	47	A,I,U	3	il10k_early_life_breastfeeding	Breastfed as a baby	Israeli10K	0.4455
86	47	A,I,U	3	il10k_family_history_past_siblings_illness_1	Illnesses of siblings	Israeli10K	0.4455
86	47	A,I,U	3	il10k_family_history_past_siblings_illness_2	Illnesses of siblings	Israeli10K	0.4455
86	47	A,I,U	3	ukbb_2834	ACE touchscreen question Have you had BOTH ovaries removed?	UKBB	0.4455
86	47	A,I,U	3	ukbb_134	Number of cancers entered	UKBB	0.4455
86	47	A,I,U	3	ukbb_135	Number of non-cancer illnesses entered	UKBB	0.4455
86	47	A,I,U	3	ukbb_20001	Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If t...	UKBB	0.4455
86	47	A,I,U	3	ukbb_20002	Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the codi...	UKBB	0.4455
86	47	A,I,U	3	ukbb_20004	Code for operation. If the participant was uncertain of the type of operation they had undergone, then they described it to the interviewer (a trained nurse) who attempted to place it within the codin...	UKBB	0.4455
87	10	A,I,U	3	arivale_0b3f2443c4f7	I don't think I look attractive.	Arivale	0.4447
87	10	A,I,U	3	arivale_648d4a3aa164	I don't feel particularly healthy.	Arivale	0.4447
87	10	A,I,U	3	arivale_7ba457e5aafb	I feel little concern for others.	Arivale	0.4447
87	10	A,I,U	3	arivale_9019f786e889	I am always prepared.	Arivale	0.4447
87	10	A,I,U	3	arivale_97fd8fc45dba	I worry about things.	Arivale	0.4447
87	10	A,I,U	3	arivale_c33f1dea003c	I don't mind being the center of attention.	Arivale	0.4447
87	10	A,I,U	3	il10k_worried_about_your_health	Worried about your health	Israeli10K	0.4447
87	10	A,I,U	3	il10k_mlhfq_medical_state_concers	Are you worried about your health?	Israeli10K	0.4447
87	10	A,I,U	3	il10k_health_mental_current_worry_after_embarassment	Worry too long after embarrassment	Israeli10K	0.4447
87	10	A,I,U	3	ukbb_2000	ACE touchscreen question Do you worry too long after an embarrassing experience?	UKBB	0.4447
88	9	A,I,U	3	arivale_695e2bfe8d61	I don't have particularly happy memories of the past.	Arivale	0.4426
88	9	A,I,U	3	arivale_4d6f249f8151	How many grandchildren do you have?	Arivale	0.4426
88	9	A,I,U	3	il10k_family_history	Family history	Israeli10K	0.4426
88	9	A,I,U	3	il10k_family_history_number_full_brothers	Number of full brothers	Israeli10K	0.4426
88	9	A,I,U	3	il10k_family_history_number_older_siblings	Number of older siblings	Israeli10K	0.4426
88	9	A,I,U	3	ukbb_6481	The correct word associated with old was house.	UKBB	0.4426
88	9	A,I,U	3	ukbb_2754	ACE touchscreen question How old were you when you had your FIRST child?	UKBB	0.4426
88	9	A,I,U	3	ukbb_2764	ACE touchscreen question How old were you when you had your LAST child?	UKBB	0.4426
88	9	A,I,U	3	ukbb_3829	ACE touchscreen question How many stillbirths? (enter 0 if none)	UKBB	0.4426
89	14	A,I,U	3	arivale_2657ccbf9e8d	On an average night I sleep (round to the nearest hour)	Arivale	0.438
89	14	A,I,U	3	arivale_7a2af87ffea1	On average, how many times do you wake up during the night?	Arivale	0.438
89	14	A,I,U	3	arivale_b23e6cd7ca33	In the past six months, how would you rate your sleep?	Arivale	0.438
89	14	A,I,U	3	il10k_hospitalization_since_recruitment_reason_1	How many times	Israeli10K	0.438
89	14	A,I,U	3	il10k_sleep_hours_daily	Sleep duration	Israeli10K	0.438
89	14	A,I,U	3	ukbb_4254	When the participant touched the first key while entering a remembered number.	UKBB	0.438
89	14	A,I,U	3	ukbb_4255	When the participant touched the last key while entering a remembered number.	UKBB	0.438
89	14	A,I,U	3	ukbb_403	This indicates the number of times the snap-button was pressed (i.e. the user indicated the cards matched) in each round.	UKBB	0.438
89	14	A,I,U	3	ukbb_10141	This indicates the number of times the snap-button was pressed (i.e. the user indicated the cards matched) in each round.	UKBB	0.438
89	14	A,I,U	3	ukbb_1011	ACE touchscreen question How many times in the last 4 weeks did you do light DIY?	UKBB	0.438
89	14	A,I,U	3	ukbb_2624	ACE touchscreen question How many times in the last 4 weeks did you do heavy DIY?	UKBB	0.438
89	14	A,I,U	3	ukbb_2277	ACE touchscreen question How many times a year would you use a solarium or sunlamp?	UKBB	0.438
89	14	A,I,U	3	ukbb_1160	ACE touchscreen question About how many hours sleep do you get in every 24 hours? (please include naps)	UKBB	0.438
89	14	A,I,U	3	ukbb_136	Number of operations entered	UKBB	0.438
90	8	A,I,U	3	arivale_0aeea0f73c96	I don't feel particularly pleased with the way I am.	Arivale	0.4378
90	8	A,I,U	3	arivale_c32956512c5e	Overall, I feel my health is on the right track.	Arivale	0.4378
90	8	A,I,U	3	arivale_06164ab25ee4	How would you rate your quality of life?	Arivale	0.4378
90	8	A,I,U	3	arivale_32964a906837	Highest level of education received	Arivale	0.4378
90	8	A,I,U	3	il10k_health_general_rating	Overall health rating	Israeli10K	0.4378
90	8	A,I,U	3	ukbb_20128	Number of fluid intelligence questions attempted within time limit. As the questions were asked in a constant order, and it was not possible to skip any, this value also represents the highest numbere...	UKBB	0.4378
90	8	A,I,U	3	ukbb_2178	ACE touchscreen question In general how would you rate your overall health?	UKBB	0.4378
90	8	A,I,U	3	ukbb_4548	ACE touchscreen question In general how satisfied are you with your HEALTH?	UKBB	0.4378
91	16	A,I,U	3	arivale_edc7a52bc409	Obsessive-compulsive disorder	Arivale	0.4291
91	16	A,I,U	3	arivale_1be3f0b97278	Anorexia	Arivale	0.4291
91	16	A,I,U	3	arivale_3adad2f0ea4b	Gastroesophageal reflux disease (GERD) or Barret's esophagus	Arivale	0.4291
91	16	A,I,U	3	arivale_48b007eebcf4	When focusing on making a behavior change, I want my Arivale Coach to:	Arivale	0.4291
91	16	A,I,U	3	arivale_9959fbfa045d	I insult people.	Arivale	0.4291
91	16	A,I,U	3	arivale_152c89ea1d19	I am not interested in other people's problems.	Arivale	0.4291
91	16	A,I,U	3	arivale_a04b0adf6c78	I am easily disturbed.	Arivale	0.4291
91	16	A,I,U	3	arivale_16eb22b298a4	I get upset easily.	Arivale	0.4291
91	16	A,I,U	3	arivale_26e7607546a7	I don't like to draw attention to myself.	Arivale	0.4291
91	16	A,I,U	3	arivale_efc83a57c2e2	I get irritated easily.	Arivale	0.4291
91	16	A,I,U	3	arivale_fd5df40b90a0	Irritable Bowel Syndrome	Arivale	0.4291
91	16	A,I,U	3	il10k_abdomen_pain_current_general_interference	Degree to which abdominal pain/discomfort/altered bowel habits affect/interfere with life in general	Israeli10K	0.4291
91	16	A,I,U	3	il10k_health_mental_current_irritable	Irritability	Israeli10K	0.4291
91	16	A,I,U	3	il10k_health_mental_past_disinterest_week	Ever unenthusiastic/disinterested for a whole week	Israeli10K	0.4291
91	16	A,I,U	3	ukbb_4814	ACE touchscreen question How much do these noises worry, annoy or upset you when they are at their worst?	UKBB	0.4291
91	16	A,I,U	3	ukbb_1940	ACE touchscreen question Are you an irritable person?	UKBB	0.4291
92	5	A,I,U	3	arivale_8b7adc53a162	I can fit in (find time for) everything I want to.	Arivale	0.4249
92	5	A,I,U	3	arivale_79119a07647d	I pay attention to details.	Arivale	0.4249
92	5	A,I,U	3	arivale_c193312afa03	I am quick to understand things.	Arivale	0.4249
92	5	A,I,U	3	il10k_activity_driving_daily	Time spent driving	Israeli10K	0.4249
92	5	A,I,U	3	ukbb_1090	ACE touchscreen question In a typical DAY, how many hours do you spend driving?	UKBB	0.4249
93	3	A,I,U	3	arivale_2ded7ae8a8c0	I don't find it easy to make decisions.	Arivale	0.4226
93	3	A,I,U	3	il10k_health_mental_current_risk_taker	Risk taking	Israeli10K	0.4226
93	3	A,I,U	3	ukbb_2040	ACE touchscreen question Would you describe yourself as someone who takes risks?	UKBB	0.4226
94	5	A,I,U	3	arivale_98da8faba153	I do not think that the world is a good place.	Arivale	0.4215
94	5	A,I,U	3	il10k_timezone	Timezone	Israeli10K	0.4215
94	5	A,I,U	3	il10k_history_birth_caesarian_section	Born by caesarian section	Israeli10K	0.4215
94	5	A,I,U	3	ukbb_129	Place born - north co-ordinate	UKBB	0.4215
94	5	A,I,U	3	ukbb_130	Place born - east co-ordinate	UKBB	0.4215
95	3	A,I,U	3	arivale_5b820041a0cb	Erectile dysfunction	Arivale	0.4209
95	3	A,I,U	3	il10k_hard_to_have_sex	Hard to have sex	Israeli10K	0.4209
95	3	A,I,U	3	ukbb_2129	ACE touchscreen question The next section contains questions about your sexual history. If you feel that a question is too sensitive, you can skip the question or skip the entire section if you prefer...	UKBB	0.4209
96	12	A,I,U	3	arivale_5a1a7a9ef210	Pelvic inflammatory disease	Arivale	0.4146
96	12	A,I,U	3	arivale_a95c4556b3ec	Other gynecological conditions	Arivale	0.4146
96	12	A,I,U	3	arivale_0ca24a7b7947	What is your biological sex?	Arivale	0.4146
96	12	A,I,U	3	arivale_d8a7ef7a5305	I have little to say.	Arivale	0.4146
96	12	A,I,U	3	arivale_daa6fec08219	I use difficult words.	Arivale	0.4146
96	12	A,I,U	3	arivale_53f6f72dae19	Gynecological Conditions (Other)	Arivale	0.4146
96	12	A,I,U	3	il10k_hard_to_work	Hard to work	Israeli10K	0.4146
96	12	A,I,U	3	il10k_mlhfq_difficulty_intercourse	Do you have difficulty having sex?	Israeli10K	0.4146
96	12	A,I,U	3	il10k_intercourse_pain_past_3_months	Degree bothered by pain/problems during intercourse in the last 3 months	Israeli10K	0.4146
96	12	A,I,U	3	ukbb_6536	The correct word associated with tiny was cat.	UKBB	0.4146
96	12	A,I,U	3	ukbb_2139	ACE touchscreen question What was your age when you first had sexual intercourse? (Sexual intercourse includes vaginal, oral or anal intercourse)	UKBB	0.4146
96	12	A,I,U	3	ukbb_2159	ACE touchscreen question Have you ever had sexual intercourse with someone of the same sex?	UKBB	0.4146
97	5	A,I,U	3	arivale_43453fd23738	Inner ear disorder (infection, vertigo, Meniere's)	Arivale	0.4114
97	5	A,I,U	3	il10k_dizziness_past_3_months	Degree bothered by dizziness in the last 3 months	Israeli10K	0.4114
97	5	A,I,U	3	ukbb_2247	ACE touchscreen question Do you have any difficulty with your hearing?	UKBB	0.4114
97	5	A,I,U	3	ukbb_4803	ACE touchscreen question Do you get or have you had noises (such as ringing or buzzing) in your head or in one or both ears that lasts for more than five minutes at a time?	UKBB	0.4114
97	5	A,I,U	3	ukbb_10793	ACE touchscreen question Do you have any difficulty with your hearing?	UKBB	0.4114
98	27	A,I,U	3	arivale_88653629bedd	Warts	Arivale	0.4054
98	27	A,I,U	3	il10k_hrt	HRT	Israeli10K	0.4054
98	27	A,I,U	3	il10k_activity_indoors_pc_daily	Time spent using computer	Israeli10K	0.4054
98	27	A,I,U	3	il10k_activiy_indoors_pc_daily	Time spent using computer	Israeli10K	0.4054
98	27	A,I,U	3	ukbb_4253	The time the number to be memorised was visible to the participant.	UKBB	0.4054
98	27	A,I,U	3	ukbb_4285	Total time use by numeric memory test from first to last rounds.	UKBB	0.4054
98	27	A,I,U	3	ukbb_6154	ACE touchscreen question Do you regularly take any of the following? (You can select more than one answer)	UKBB	0.4054
98	27	A,I,U	3	ukbb_6155	ACE touchscreen question Do you regularly take any of the following? (You can select more than one answer)	UKBB	0.4054
98	27	A,I,U	3	ukbb_6179	ACE touchscreen question Do you regularly take any of the following? (You can select more than one answer)	UKBB	0.4054
98	27	A,I,U	3	ukbb_10007	ACE touchscreen question Do you regularly take any of the following? (You can select more than one answer)	UKBB	0.4054
98	27	A,I,U	3	ukbb_10723	ACE touchscreen question Do you regularly take any of the following? (You can select more than one answer)	UKBB	0.4054
98	27	A,I,U	3	ukbb_10854	ACE touchscreen question Do you regularly take any of the following? (You can select more than one answer)	UKBB	0.4054
98	27	A,I,U	3	ukbb_2415	ACE touchscreen question Have you had any major operations? (For example, operations that required an overnight stay in hospital)	UKBB	0.4054
98	27	A,I,U	3	ukbb_2237	ACE touchscreen question Do you play computer games?	UKBB	0.4054
98	27	A,I,U	3	ukbb_10105	ACE touchscreen question Do you use the internet?	UKBB	0.4054
98	27	A,I,U	3	ukbb_1021	ACE touchscreen question Each time you did light DIY, about how long did you spend doing it?	UKBB	0.4054
98	27	A,I,U	3	ukbb_1080	ACE touchscreen question In a typical DAY, how many hours do you spend using the computer? (Do not include using a computer at work; put 0 if you do not spend any time doing it)	UKBB	0.4054
98	27	A,I,U	3	ukbb_2634	ACE touchscreen question Each time you did heavy DIY, about how long did you spend doing it?	UKBB	0.4054
98	27	A,I,U	3	ukbb_6164	ACE touchscreen question In the last 4 weeks did you spend any time doing the following? (You can select more than one answer)	UKBB	0.4054
98	27	A,I,U	3	ukbb_1180	ACE touchscreen question Do you consider yourself to be?	UKBB	0.4054
98	27	A,I,U	3	ukbb_4537	ACE touchscreen question In general how satisfied are you with the WORK that you do?	UKBB	0.4054
98	27	A,I,U	3	ukbb_4631	ACE touchscreen question Have you ever had a time when you were uninterested in things or unable to enjoy the things you used to for at least a whole week?	UKBB	0.4054
98	27	A,I,U	3	ukbb_5375	ACE touchscreen question How many weeks was the longest period when you were uninterested in things or unable to enjoy the things you used to?	UKBB	0.4054
98	27	A,I,U	3	ukbb_5386	ACE touchscreen question How many periods have you had when you were uninterested in things or unable to enjoy the things you used to for at least a whole week?	UKBB	0.4054
98	27	A,I,U	3	ukbb_3536	ACE touchscreen question How old were you when you first used HRT?	UKBB	0.4054
98	27	A,I,U	3	ukbb_3546	ACE touchscreen question How old were you when you last used HRT?	UKBB	0.4054
98	27	A,I,U	3	ukbb_10132	ACE touchscreen question Are you NOW taking any of the following?	UKBB	0.4054
99	7	A,I,U	3	arivale_401a3e27f607	Do you:	Arivale	0.3934
99	7	A,I,U	3	arivale_653e16b5a1ed	When I'm focused on making changes in my life I:	Arivale	0.3934
99	7	A,I,U	3	arivale_7d77b53f0ffc	I make a mess of things.	Arivale	0.3934
99	7	A,I,U	3	arivale_166c2c0f4a5a	I get chores done right away.	Arivale	0.3934
99	7	A,I,U	3	arivale_459b3f41cdfb	I shirk my duties.	Arivale	0.3934
99	7	A,I,U	3	il10k_mlhfq_difficulty_house_work	Do you have difficulty doing routine tasks at home?	Israeli10K	0.3934
99	7	A,I,U	3	ukbb_1170	ACE touchscreen question On an average day, how easy do you find getting up in the morning?	UKBB	0.3934
100	11	A,I,U	3	arivale_2badc16b7da7	Multiple sclerosis	Arivale	0.3834
100	11	A,I,U	3	arivale_3b5cad159bd8	Carpal tunnel syndrome	Arivale	0.3834
100	11	A,I,U	3	arivale_051482994274	Multiple Sclerosis	Arivale	0.3834
100	11	A,I,U	3	il10k_health_general_dissability_illness	Long-standing illness, disability or infirmity	Israeli10K	0.3834
100	11	A,I,U	3	ukbb_2188	ACE touchscreen question Do you have any long-standing illness, disability or infirmity?	UKBB	0.3834
100	11	A,I,U	3	ukbb_2473	ACE touchscreen question Has a doctor ever told you that you have had any other serious medical conditions or disabilities?	UKBB	0.3834
100	11	A,I,U	3	ukbb_6150	ACE touchscreen question Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)	UKBB	0.3834
100	11	A,I,U	3	ukbb_6152	ACE touchscreen question Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer)	UKBB	0.3834
100	11	A,I,U	3	ukbb_1980	ACE touchscreen question Are you a worrier?	UKBB	0.3834
100	11	A,I,U	3	ukbb_6145	ACE touchscreen question In the last 2 years have you experienced any of the following? (You can select more than one answer)	UKBB	0.3834
100	11	A,I,U	3	ukbb_10721	ACE touchscreen question In the last 2 years have you experienced any of the following? (You can select more than one answer)	UKBB	0.3834
101	13	A,I,U	3	arivale_70f82f328200	I am intensely interested in other people.	Arivale	0.3824
101	13	A,I,U	3	arivale_603e2cf01c05	I find most things amusing.	Arivale	0.3824
101	13	A,I,U	3	arivale_1e08d682f4d3	There is a gap between what I would like to do and what I have done.	Arivale	0.3824
101	13	A,I,U	3	arivale_e4fd1678a3c6	I don't have a particular sense of meaning and purpose in my life.	Arivale	0.3824
101	13	A,I,U	3	arivale_9669c2c86397	I don't have fun with other people.	Arivale	0.3824
101	13	A,I,U	3	arivale_08827df41442	I feel empowered to do the things I love in life.	Arivale	0.3824
101	13	A,I,U	3	arivale_318c20f7aee1	What types of MODERATE activities do you typically do?	Arivale	0.3824
101	13	A,I,U	3	arivale_0fb713385fb9	I am not interested in abstract ideas.	Arivale	0.3824
101	13	A,I,U	3	arivale_7b27d0106e7f	I have excellent ideas.	Arivale	0.3824
101	13	A,I,U	3	arivale_a7127ff80222	I am full of ideas.	Arivale	0.3824
101	13	A,I,U	3	il10k_mlhfq_difficulty_maintining_hobbies	Do you find it difficult to engage in hobbies for your enjoyment?	Israeli10K	0.3824
101	13	A,I,U	3	il10k_activity_social_weekly	Leisure/social activities	Israeli10K	0.3824
101	13	A,I,U	3	ukbb_2060	ACE touchscreen question Over the past two weeks, how often have you had little interest or pleasure in doing things?	UKBB	0.3824
102	50	A,I,U	3	arivale_ec90ee2947bd	Other screening exam	Arivale	0.3719
102	50	A,I,U	3	il10k_collection_timestamp	Collection timestamp	Israeli10K	0.3719
102	50	A,I,U	3	il10k_collection_date	Collection date	Israeli10K	0.3719
102	50	A,I,U	3	il10k_performed_tests	Performed tests	Israeli10K	0.3719
102	50	A,I,U	3	il10k_colonoscopy_past_year_result	Other test performed past year description	Israeli10K	0.3719
102	50	A,I,U	3	ukbb_6374	This is the number of puzzles which the participant viewed irrespective of whether they supplied any answer (though the were unable to progress to the next puzzle without supplying an answer). The ran...	UKBB	0.3719
102	50	A,I,U	3	ukbb_6362	The tests were described by an outer array of 32 symbol-digit arrays each containing the digits 0-7. To present some element of unpredictability between participants, each run of the program chose a r...	UKBB	0.3719
102	50	A,I,U	3	ukbb_23321	This is an array of values indicating the digit that the participant would have entered if they had correctly matched the symbols above and below.	UKBB	0.3719
102	50	A,I,U	3	ukbb_23324	This is the number of symbols correctly matched to digits by the participant.	UKBB	0.3719
102	50	A,I,U	3	ukbb_6383	This is the number of puzzles which the participant viewed irrespective of whether they supplied any answer (though the were unable to progress to the next puzzle without supplying an answer)	UKBB	0.3719
102	50	A,I,U	3	ukbb_21004	Number of puzzles correct, scored from the participant answers in	UKBB	0.3719
102	50	A,I,U	3	ukbb_6315	Which of the four pictures was chosen by the participant, for each round.	UKBB	0.3719
102	50	A,I,U	3	ukbb_6365	This is the Standard Error (corresponding to the MLE calculation) in the final estimate of the participant's vocabulary level as given in	UKBB	0.3719
102	50	A,I,U	3	ukbb_7670	This is the letter displayed to participant.	UKBB	0.3719
102	50	A,I,U	3	ukbb_7671	The letter selected by the participant for each round of the test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_7672	This is an audit trail of the keys pressed by a participant at each round of the trial. It records what was pressed and when it was pressed. To illustrate	UKBB	0.3719
102	50	A,I,U	3	ukbb_7676	The number of letters displayed before the test was concluded. Usually this will be a multiple of five corresponding to the end of a round at a particular fragmentation level, however other values are...	UKBB	0.3719
102	50	A,I,U	3	ukbb_7677	Indicates the reason that a particular test sequence was concluded.	UKBB	0.3719
102	50	A,I,U	3	ukbb_7678	This is the interval between the participant ending the test due to reaching the incorrect-answer threshold or being timed-out.	UKBB	0.3719
102	50	A,I,U	3	ukbb_20139	This is the total number of letters a participant correctly identified before the test was concluded.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4935	ACE touchscreen question Add the following numbers together: 1 2 3 4 5 - is the answer?. Part 1 of Fluid Intelligence test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4946	ACE touchscreen question Which number is the largest?. Part 2 of Fluid Intelligence test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4968	ACE touchscreen question 11 12 13 14 15 16 17 18 Divide the sixth number to the right of twelve by three. Is the answer?. Part 4 of Fluid Intelligence test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_5001	ACE touchscreen question Stop means the same as?. Part 7 of Fluid Intelligence test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_5699	ACE touchscreen question 150 ... 137 ... 125 ... 114 ... 104 ... What comes next?. Part 10 of Fluid Intelligence test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_5779	ACE touchscreen question Relaxed means the opposite of?. Part 11 of Fluid Intelligence test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_5790	ACE touchscreen question 100 ... 99 ... 95 ... 86 ... 70 ... What comes next?. Part 12 of Fluid Intelligence test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_10142	This is the number of columns in the lights memory test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_10143	This is the number of rows in the lights memory test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4251	The number displayed to the participant.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4252	This is the number the participant was expected to enter - the reverse of	UKBB	0.3719
102	50	A,I,U	3	ukbb_4256	This is the time the participant had been using the touchscreen before beginning the numeric memory test.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4257	This records the actual keys touched by the participant while entering a number, including edits/deletions.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4259	Indicates whether the participant correctly entered all the digits in reverse order. This is true if	UKBB	0.3719
102	50	A,I,U	3	ukbb_4260	Indicates which round of the numeric memory test the associated results belong to.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4281	Completion status of numeric memory test	UKBB	0.3719
102	50	A,I,U	3	ukbb_4282	Longest number correctly recalled during the numeric memory test. A value of -1 is recorded if the participant chose to abandon the test before completing the first round.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4283	Number of rounds of numeric memory test performed	UKBB	0.3719
102	50	A,I,U	3	ukbb_399	A value of 0 indicates the participant made no mistakes.	UKBB	0.3719
102	50	A,I,U	3	ukbb_6334	This field describes the screen layout of the pairs test displayed to the participant (the layouts were generated randomly so differ between participants). It is a sequence of values like	UKBB	0.3719
102	50	A,I,U	3	ukbb_10137	A value of 0 indicates the participant made no mistakes.	UKBB	0.3719
102	50	A,I,U	3	ukbb_4295	Records the history of attempts the user made at answering.	UKBB	0.3719
102	50	A,I,U	3	ukbb_20018	This field condenses the results of the prospective memory test into 3 groups. It does not distinguish between people who, at the first attempt, followed the on-screen instruction (thereby giving an i...	UKBB	0.3719
102	50	A,I,U	3	ukbb_404	This gives the interval between the cards being displayed and the participant pressing the snap-button to indicate a match. Note that the time is recorded regardless of whether the cards shown formed ...	UKBB	0.3719
102	50	A,I,U	3	ukbb_10147	This gives the interval between the cards being displayed and the participant pressing the snap-button to indicate a match. Note that the time is recorded regardless of whether the cards shown formed ...	UKBB	0.3719
102	50	A,I,U	3	ukbb_2355	ACE touchscreen question How many years ago was the most recent one of these tests?	UKBB	0.3719
102	50	A,I,U	3	ukbb_3809	ACE touchscreen question How many years ago was your last test?	UKBB	0.3719
102	50	A,I,U	3	ukbb_2704	ACE touchscreen question How many years ago was your last cervical smear test?	UKBB	0.3719
102	50	A,I,U	3	ukbb_20012	Participants were able to record the time the cancer was diagnosed by entering either their age or the year. Some participants recorded an event but were unable to recall the time.	UKBB	0.3719
102	50	A,I,U	3	ukbb_20014	Participants were able to record the time the operation took place by entering either their age or the year. Some participants recorded an operation but were unable to recall the time.	UKBB	0.3719
103	42	A,I,U	3	arivale_2c054907660d	Type 2 diabetes	Arivale	0.3556
103	42	A,I,U	3	arivale_6b41c2b871db	Diabetes - Type 2	Arivale	0.3556
103	42	A,I,U	3	arivale_1a23e5ffe089	Metabolic Syndrome diagnosis	Arivale	0.3556
103	42	A,I,U	3	il10k_type_2_diabetes_family_number	Type 2 diabetes family number	Israeli10K	0.3556
103	42	A,I,U	3	ukbb_4936	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_4947	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_4958	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_4969	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_4980	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_4991	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_5002	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_5013	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_5557	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_5700	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_5780	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_5791	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_5867	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_10144	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_10145	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_10146	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_396	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_397	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_400	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_10133	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_10134	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_10138	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_4286	Field description available on UK Biobank website	UKBB	0.3556
103	42	A,I,U	3	ukbb_4287	Field description available on UK Biobank website	UKBB	0.3556
